epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1784.65,1.52435,1.43848,1.4122,0.72864,0.62686,0.70665,0.3883,1.30651,1.97115,1.20232,0.004802,0.004802,0.004802
16,1902.4,1.51067,1.39661,1.40281,0.72723,0.63753,0.71879,0.39612,1.29981,2.12135,1.19041,0.00478786,0.00478786,0.00478786
17,2020.1,1.50489,1.3913,1.39592,0.71993,0.63336,0.71177,0.39309,1.29888,2.77272,1.20127,0.00477371,0.00477371,0.00477371
18,2137.55,1.49721,1.36993,1.39488,0.7425,0.64561,0.73224,0.40486,1.28388,2.01701,1.17445,0.00475957,0.00475957,0.00475957
19,2255.73,1.48934,1.35182,1.38037,0.7392,0.65758,0.73765,0.41413,1.26797,1.94976,1.16969,0.00474543,0.00474543,0.00474543
20,2373.32,1.47984,1.3303,1.37607,0.73563,0.66497,0.73767,0.41723,1.26527,2.07478,1.17046,0.00473129,0.00473129,0.00473129
21,2491.11,1.48068,1.32675,1.37155,0.74871,0.65505,0.73962,0.41529,1.25806,1.71777,1.1589,0.00471714,0.00471714,0.00471714
22,2608.87,1.46115,1.30829,1.36198,0.75024,0.65549,0.74792,0.42443,1.251,1.7962,1.15164,0.004703,0.004703,0.004703
23,2726.96,1.46768,1.29586,1.36653,0.75586,0.67621,0.75451,0.42806,1.25631,1.8511,1.15417,0.00468886,0.00468886,0.00468886
24,2844.37,1.45966,1.28364,1.36038,0.75997,0.67655,0.76378,0.43356,1.24484,2.10627,1.14446,0.00467471,0.00467471,0.00467471
25,2961.76,1.45655,1.26967,1.35616,0.75508,0.68935,0.76672,0.43725,1.23191,1.91176,1.13834,0.00466057,0.00466057,0.00466057
26,3078.96,1.44613,1.25395,1.35329,0.77473,0.68426,0.77226,0.4425,1.231,1.76336,1.13375,0.00464643,0.00464643,0.00464643
27,3195.86,1.44247,1.25938,1.34734,0.76938,0.68238,0.77164,0.44457,1.22087,1.70245,1.13152,0.00463229,0.00463229,0.00463229
28,3313.16,1.43113,1.23562,1.34615,0.76466,0.68862,0.77334,0.4464,1.21483,1.93502,1.12407,0.00461814,0.00461814,0.00461814
29,3430.82,1.43655,1.23514,1.34074,0.78313,0.69193,0.78204,0.45354,1.20358,1.61936,1.11848,0.004604,0.004604,0.004604
30,3548.23,1.43688,1.2392,1.34382,0.78766,0.69552,0.78529,0.45441,1.2045,1.68293,1.11783,0.00458986,0.00458986,0.00458986
31,3665.69,1.42853,1.21002,1.33719,0.78373,0.70338,0.78822,0.45856,1.21121,1.79294,1.12816,0.00457571,0.00457571,0.00457571
32,3782.9,1.4171,1.20522,1.32888,0.78512,0.69704,0.7887,0.45916,1.19487,1.70809,1.11592,0.00456157,0.00456157,0.00456157
33,3900.35,1.4201,1.19661,1.32674,0.7803,0.71296,0.7917,0.45896,1.20278,1.75341,1.11641,0.00454743,0.00454743,0.00454743
34,4017.49,1.41025,1.18536,1.32266,0.7912,0.70545,0.7937,0.46433,1.19829,1.62988,1.11346,0.00453329,0.00453329,0.00453329
35,4134.93,1.40968,1.18272,1.3232,0.77988,0.71326,0.79727,0.46578,1.19048,1.64587,1.10726,0.00451914,0.00451914,0.00451914
36,4252.31,1.40452,1.18289,1.32183,0.78662,0.71283,0.7955,0.46727,1.19099,1.66744,1.10753,0.004505,0.004505,0.004505
37,4369.7,1.39181,1.15712,1.31293,0.77889,0.72446,0.79983,0.47132,1.18428,1.65281,1.10445,0.00449086,0.00449086,0.00449086
38,4486.73,1.39904,1.16469,1.31834,0.78464,0.72062,0.80044,0.47077,1.18805,1.61046,1.10346,0.00447671,0.00447671,0.00447671
39,4603.86,1.39278,1.15181,1.30955,0.79087,0.72221,0.80388,0.47421,1.18166,1.5983,1.09958,0.00446257,0.00446257,0.00446257
40,4720.38,1.39623,1.15687,1.31063,0.79106,0.72143,0.80616,0.4745,1.18336,1.60133,1.10076,0.00444843,0.00444843,0.00444843
41,4837.43,1.38352,1.15196,1.308,0.79403,0.71906,0.80627,0.47675,1.18246,1.65523,1.10007,0.00443429,0.00443429,0.00443429
42,4954.43,1.38422,1.13255,1.30198,0.79953,0.71626,0.80888,0.4803,1.1786,1.70687,1.09873,0.00442014,0.00442014,0.00442014
43,5071.24,1.37341,1.1282,1.29562,0.79846,0.7227,0.80918,0.48188,1.17513,1.69285,1.09722,0.004406,0.004406,0.004406
44,5188.16,1.37566,1.11822,1.29516,0.79779,0.725,0.80978,0.4821,1.17161,1.61423,1.09657,0.00439186,0.00439186,0.00439186
45,5305.44,1.37143,1.11429,1.29885,0.79783,0.72722,0.80894,0.48238,1.16991,1.56875,1.09416,0.00437771,0.00437771,0.00437771
46,5422.8,1.36999,1.09774,1.29331,0.80227,0.72421,0.81198,0.48205,1.17078,1.59438,1.09258,0.00436357,0.00436357,0.00436357
47,5540,1.36944,1.12113,1.2908,0.8037,0.72861,0.81435,0.48401,1.16839,1.56938,1.09132,0.00434943,0.00434943,0.00434943
48,5657.02,1.36794,1.09546,1.28816,0.79784,0.73161,0.81461,0.48507,1.17077,1.57779,1.09158,0.00433529,0.00433529,0.00433529
49,5773.94,1.36084,1.09281,1.28787,0.80458,0.72961,0.81527,0.48519,1.17137,1.53314,1.09208,0.00432114,0.00432114,0.00432114
50,5890.74,1.36625,1.09222,1.28968,0.79943,0.73118,0.81627,0.48524,1.17047,1.49277,1.09205,0.004307,0.004307,0.004307
51,6007.63,1.35604,1.09157,1.28347,0.80295,0.7294,0.8168,0.4851,1.17038,1.49005,1.09208,0.00429286,0.00429286,0.00429286
52,6125.22,1.35923,1.09279,1.28392,0.80361,0.736,0.81716,0.48548,1.17015,1.50229,1.09111,0.00427871,0.00427871,0.00427871
53,6242.42,1.35218,1.08624,1.27823,0.8019,0.73799,0.81886,0.48606,1.16785,1.49134,1.0903,0.00426457,0.00426457,0.00426457
54,6359.54,1.34526,1.07309,1.27782,0.80522,0.73633,0.8197,0.48716,1.16701,1.48056,1.08979,0.00425043,0.00425043,0.00425043
55,6476.66,1.34934,1.08076,1.27647,0.8089,0.73486,0.82036,0.48719,1.16553,1.48278,1.08882,0.00423629,0.00423629,0.00423629
56,6593.51,1.34938,1.06964,1.275,0.80565,0.73542,0.82024,0.48823,1.16527,1.48811,1.08883,0.00422214,0.00422214,0.00422214
57,6710.98,1.34112,1.06146,1.27471,0.80725,0.73422,0.81987,0.48853,1.16537,1.47093,1.0885,0.004208,0.004208,0.004208
58,6828.11,1.34318,1.05729,1.27285,0.80594,0.73479,0.82125,0.48956,1.16534,1.4586,1.08891,0.00419386,0.00419386,0.00419386
59,6944.96,1.33179,1.04799,1.26216,0.80526,0.73653,0.82115,0.49005,1.16383,1.4557,1.08755,0.00417971,0.00417971,0.00417971
60,7065.31,1.33297,1.0454,1.26366,0.80304,0.73669,0.82027,0.49056,1.16352,1.46278,1.08697,0.00416557,0.00416557,0.00416557
61,7188,1.33423,1.04969,1.26875,0.8052,0.73639,0.82069,0.49098,1.16326,1.46277,1.08658,0.00415143,0.00415143,0.00415143
62,7310.63,1.33718,1.04974,1.27163,0.80382,0.73816,0.82162,0.49173,1.1625,1.44753,1.08603,0.00413729,0.00413729,0.00413729
63,7433.47,1.32833,1.03753,1.26853,0.80516,0.73976,0.82184,0.49173,1.16196,1.44977,1.08548,0.00412314,0.00412314,0.00412314
64,7555.82,1.32741,1.02855,1.26439,0.80496,0.73931,0.82273,0.49252,1.16139,1.45357,1.08467,0.004109,0.004109,0.004109
65,7678.67,1.32061,1.02976,1.25755,0.80735,0.74119,0.82406,0.49248,1.16108,1.45035,1.08439,0.00409486,0.00409486,0.00409486
66,7801.15,1.32008,1.03246,1.25884,0.81086,0.73745,0.82344,0.49264,1.16109,1.44549,1.0845,0.00408071,0.00408071,0.00408071
67,7923.52,1.3289,1.02984,1.26129,0.81054,0.74062,0.82381,0.4929,1.16034,1.43711,1.0835,0.00406657,0.00406657,0.00406657
68,8045.53,1.32223,1.01479,1.25452,0.81027,0.74223,0.8242,0.49342,1.15941,1.42479,1.08324,0.00405243,0.00405243,0.00405243
69,8167.71,1.31227,1.02051,1.25067,0.81335,0.74043,0.82452,0.4935,1.15858,1.41738,1.08262,0.00403829,0.00403829,0.00403829
70,8289.7,1.3073,1.00989,1.24694,0.81501,0.74045,0.82463,0.49341,1.1575,1.40731,1.08202,0.00402414,0.00402414,0.00402414
71,8411.63,1.31031,1.01122,1.24817,0.81966,0.73919,0.82501,0.49392,1.15683,1.39582,1.08182,0.00401,0.00401,0.00401
72,8533.67,1.29869,0.99886,1.24126,0.81782,0.74114,0.82533,0.49432,1.15628,1.38878,1.08134,0.00399586,0.00399586,0.00399586
73,8655.73,1.30029,0.99551,1.24405,0.81966,0.74144,0.82513,0.49455,1.15571,1.38201,1.08089,0.00398171,0.00398171,0.00398171
74,8777.9,1.30253,0.99743,1.24344,0.82097,0.74203,0.82514,0.49457,1.15559,1.37606,1.08069,0.00396757,0.00396757,0.00396757
75,8899.22,1.29313,0.99698,1.23998,0.82264,0.74118,0.82579,0.49474,1.1554,1.37131,1.08034,0.00395343,0.00395343,0.00395343
76,9020.59,1.29856,0.99142,1.24274,0.82222,0.74307,0.82632,0.49494,1.15519,1.36707,1.08009,0.00393929,0.00393929,0.00393929
77,9141.61,1.29862,0.99487,1.23782,0.82331,0.74166,0.82639,0.49557,1.15519,1.36476,1.07966,0.00392514,0.00392514,0.00392514
78,9262.11,1.29423,0.9846,1.24098,0.82396,0.74154,0.82632,0.49609,1.15509,1.36023,1.07961,0.003911,0.003911,0.003911
79,9381.64,1.29815,0.97592,1.23952,0.82273,0.74325,0.82639,0.49615,1.15488,1.35751,1.07959,0.00389686,0.00389686,0.00389686
80,9499.06,1.30059,0.98843,1.24231,0.82163,0.74549,0.82718,0.49643,1.15424,1.35598,1.07944,0.00388271,0.00388271,0.00388271
81,9616.18,1.29081,0.97318,1.23645,0.8211,0.74446,0.82655,0.49647,1.15424,1.35136,1.07924,0.00386857,0.00386857,0.00386857
82,9733.84,1.29691,0.9713,1.23667,0.81986,0.74671,0.8263,0.49638,1.15397,1.3427,1.0792,0.00385443,0.00385443,0.00385443
83,9851.01,1.28964,0.97061,1.23429,0.81777,0.74789,0.82644,0.49684,1.15383,1.33214,1.0793,0.00384029,0.00384029,0.00384029
84,9968.73,1.28098,0.96022,1.22866,0.81846,0.74928,0.82706,0.49677,1.15374,1.32616,1.07923,0.00382614,0.00382614,0.00382614
85,10085.6,1.28631,0.96759,1.22988,0.82113,0.74605,0.82738,0.49698,1.15365,1.32286,1.07896,0.003812,0.003812,0.003812
86,10202.5,1.27883,0.95564,1.22412,0.81865,0.75066,0.82785,0.49716,1.15342,1.3201,1.0788,0.00379786,0.00379786,0.00379786
87,10319.5,1.27495,0.95845,1.22791,0.82087,0.7485,0.82823,0.49783,1.15282,1.31855,1.07836,0.00378371,0.00378371,0.00378371
88,10436.6,1.27617,0.95209,1.22464,0.82176,0.74893,0.82838,0.49801,1.1526,1.31055,1.07848,0.00376957,0.00376957,0.00376957
89,10553.1,1.2786,0.95878,1.22838,0.82197,0.74884,0.82835,0.49899,1.15211,1.3068,1.07826,0.00375543,0.00375543,0.00375543
90,10670.2,1.26519,0.94411,1.22048,0.82249,0.74722,0.82813,0.49886,1.15139,1.30171,1.07808,0.00374129,0.00374129,0.00374129
91,10787,1.27236,0.94549,1.21827,0.82491,0.7455,0.8288,0.49946,1.15059,1.29879,1.07745,0.00372714,0.00372714,0.00372714
92,10904.3,1.27626,0.9464,1.22129,0.8244,0.74606,0.82903,0.50004,1.14967,1.29453,1.07685,0.003713,0.003713,0.003713
93,11021.8,1.26547,0.93443,1.217,0.82729,0.74663,0.83063,0.50038,1.14888,1.28738,1.07616,0.00369886,0.00369886,0.00369886
94,11139.1,1.26624,0.93737,1.21453,0.82742,0.74522,0.83023,0.50017,1.14878,1.2787,1.07622,0.00368471,0.00368471,0.00368471
95,11255.8,1.26962,0.93438,1.21512,0.82513,0.74664,0.82951,0.50005,1.14854,1.27465,1.07577,0.00367057,0.00367057,0.00367057
96,11372.6,1.27146,0.93694,1.2135,0.82608,0.74816,0.83067,0.50026,1.14813,1.2692,1.07551,0.00365643,0.00365643,0.00365643
97,11489.3,1.25978,0.93883,1.21606,0.82499,0.74709,0.8303,0.50023,1.14778,1.26824,1.07497,0.00364229,0.00364229,0.00364229
98,11605.9,1.26044,0.92614,1.2126,0.82096,0.75017,0.83069,0.50031,1.1473,1.26464,1.07434,0.00362814,0.00362814,0.00362814
99,11722.6,1.25812,0.92508,1.21063,0.82141,0.75066,0.83132,0.50071,1.14674,1.26481,1.07448,0.003614,0.003614,0.003614
100,11839.1,1.25677,0.92272,1.20873,0.81715,0.75302,0.83181,0.5005,1.14638,1.25977,1.07427,0.00359986,0.00359986,0.00359986
101,11955.6,1.25341,0.92261,1.20377,0.82034,0.75294,0.83211,0.50082,1.14679,1.25619,1.07413,0.00358571,0.00358571,0.00358571
102,12072.3,1.25599,0.92161,1.20878,0.81792,0.75382,0.83153,0.50119,1.1463,1.25342,1.07368,0.00357157,0.00357157,0.00357157
103,12189.3,1.25168,0.91728,1.20339,0.81911,0.75416,0.83162,0.50118,1.14663,1.24807,1.07366,0.00355743,0.00355743,0.00355743
104,12306,1.25146,0.91838,1.208,0.82001,0.754,0.83193,0.50128,1.14687,1.24292,1.07351,0.00354329,0.00354329,0.00354329
105,12422.6,1.24933,0.91042,1.20708,0.82221,0.7542,0.8322,0.50152,1.14715,1.23986,1.07414,0.00352914,0.00352914,0.00352914
106,12539.1,1.24391,0.91244,1.20101,0.82161,0.75482,0.8322,0.50213,1.14748,1.23351,1.07453,0.003515,0.003515,0.003515
107,12655.9,1.24646,0.90352,1.20289,0.82315,0.75425,0.83209,0.50212,1.14736,1.23053,1.07459,0.00350086,0.00350086,0.00350086
108,12773,1.24437,0.91057,1.20001,0.82228,0.75383,0.83198,0.50181,1.14743,1.22574,1.07451,0.00348671,0.00348671,0.00348671
109,12889.7,1.24388,0.91067,1.20031,0.82486,0.75332,0.83237,0.50188,1.14742,1.22341,1.07456,0.00347257,0.00347257,0.00347257
110,13006.5,1.24414,0.90649,1.20447,0.8242,0.75546,0.83265,0.50202,1.14748,1.22147,1.0745,0.00345843,0.00345843,0.00345843
111,13123.4,1.23902,0.89683,1.19588,0.82498,0.75659,0.83331,0.50234,1.14763,1.21744,1.07445,0.00344429,0.00344429,0.00344429
112,13240.5,1.23693,0.88692,1.19763,0.82484,0.75484,0.83291,0.50225,1.14787,1.21791,1.07454,0.00343014,0.00343014,0.00343014
113,13357.2,1.23999,0.89396,1.19631,0.82854,0.75313,0.83328,0.50252,1.14784,1.2146,1.07468,0.003416,0.003416,0.003416
114,13474.5,1.23099,0.8935,1.19477,0.82719,0.75484,0.83382,0.50247,1.14787,1.21395,1.07448,0.00340186,0.00340186,0.00340186
115,13591.4,1.23132,0.89042,1.19396,0.82658,0.75554,0.8334,0.50293,1.1477,1.21411,1.07443,0.00338771,0.00338771,0.00338771
116,13708.5,1.2275,0.87114,1.18755,0.83051,0.7531,0.83357,0.50369,1.14778,1.21008,1.07436,0.00337357,0.00337357,0.00337357
117,13825.5,1.23159,0.88355,1.19055,0.8326,0.75263,0.83339,0.50362,1.14796,1.20647,1.07446,0.00335943,0.00335943,0.00335943
118,13942.5,1.22927,0.88122,1.19247,0.8338,0.75277,0.83368,0.5039,1.14774,1.20586,1.07434,0.00334529,0.00334529,0.00334529
119,14059.5,1.2271,0.87788,1.19017,0.83403,0.75169,0.83357,0.504,1.14773,1.20253,1.07431,0.00333114,0.00333114,0.00333114
120,14176.8,1.22495,0.87851,1.18776,0.83345,0.75302,0.83303,0.50387,1.14733,1.19795,1.07406,0.003317,0.003317,0.003317
121,14293.1,1.22019,0.87181,1.18622,0.82991,0.75496,0.83399,0.50456,1.14782,1.19419,1.07452,0.00330286,0.00330286,0.00330286
122,14409.6,1.21557,0.86738,1.18138,0.8267,0.75804,0.8343,0.50441,1.148,1.19084,1.07451,0.00328871,0.00328871,0.00328871
123,14526.8,1.23009,0.87467,1.19158,0.82959,0.75635,0.83458,0.50457,1.14799,1.19066,1.07449,0.00327457,0.00327457,0.00327457
124,14643.7,1.22575,0.87496,1.18714,0.82916,0.75623,0.8347,0.50449,1.14781,1.18816,1.07445,0.00326043,0.00326043,0.00326043
125,14760.6,1.22155,0.87238,1.18359,0.8318,0.75561,0.83483,0.50434,1.14813,1.18546,1.07461,0.00324629,0.00324629,0.00324629
126,14877.5,1.22274,0.86417,1.18479,0.83077,0.75766,0.83554,0.50437,1.14809,1.17861,1.07469,0.00323214,0.00323214,0.00323214
127,14994,1.22023,0.85831,1.18357,0.83076,0.75793,0.83545,0.50457,1.14811,1.1728,1.07433,0.003218,0.003218,0.003218
128,15110.4,1.21433,0.85766,1.18049,0.82985,0.75829,0.83594,0.50447,1.14803,1.16699,1.07431,0.00320386,0.00320386,0.00320386
129,15227.2,1.2216,0.86431,1.18313,0.82714,0.75931,0.83627,0.50494,1.14853,1.15965,1.07426,0.00318971,0.00318971,0.00318971
130,15344.2,1.21328,0.86014,1.17791,0.82586,0.76053,0.8365,0.50513,1.14841,1.15275,1.07435,0.00317557,0.00317557,0.00317557
131,15461.1,1.20682,0.84917,1.17738,0.82472,0.76031,0.83576,0.50505,1.14809,1.14383,1.07418,0.00316143,0.00316143,0.00316143
132,15578.1,1.20628,0.85149,1.17579,0.82978,0.7591,0.83574,0.50534,1.14868,1.13592,1.07474,0.00314729,0.00314729,0.00314729
133,15694.7,1.20149,0.84493,1.17215,0.82839,0.75973,0.8359,0.50548,1.14888,1.12954,1.07506,0.00313314,0.00313314,0.00313314
134,15811.8,1.20381,0.85071,1.17604,0.83094,0.75926,0.83585,0.50549,1.14895,1.12486,1.07504,0.003119,0.003119,0.003119
135,15928.3,1.20242,0.84673,1.17318,0.8305,0.75823,0.83544,0.50533,1.1495,1.12255,1.07518,0.00310486,0.00310486,0.00310486
136,16044.5,1.20383,0.84832,1.1719,0.83162,0.7584,0.83575,0.50496,1.14974,1.12012,1.07535,0.00309071,0.00309071,0.00309071
137,16160.5,1.19769,0.84156,1.16903,0.83128,0.75843,0.83535,0.50521,1.14964,1.11724,1.07538,0.00307657,0.00307657,0.00307657
138,16277,1.20281,0.83953,1.17127,0.83239,0.75862,0.83552,0.50538,1.14994,1.11369,1.07543,0.00306243,0.00306243,0.00306243
139,16393.6,1.19005,0.83381,1.16782,0.83213,0.75869,0.83594,0.50497,1.15017,1.10641,1.07555,0.00304829,0.00304829,0.00304829
140,16510,1.19933,0.83535,1.16997,0.83183,0.76,0.83618,0.50505,1.15034,1.10484,1.07542,0.00303414,0.00303414,0.00303414
141,16626.3,1.19607,0.83583,1.1654,0.83252,0.76016,0.83571,0.50507,1.15,1.10091,1.07535,0.00302,0.00302,0.00302
142,16742.6,1.20191,0.83778,1.17043,0.83434,0.76054,0.83606,0.50507,1.15032,1.09929,1.07544,0.00300586,0.00300586,0.00300586
143,16859.2,1.19061,0.83188,1.17031,0.83395,0.761,0.83573,0.50549,1.15059,1.09366,1.07561,0.00299171,0.00299171,0.00299171
144,16976,1.2003,0.83646,1.1687,0.83395,0.7607,0.836,0.50503,1.15104,1.09005,1.07578,0.00297757,0.00297757,0.00297757
145,17092.7,1.19429,0.82914,1.1663,0.83282,0.76022,0.83585,0.50492,1.15108,1.08658,1.07595,0.00296343,0.00296343,0.00296343
146,17209.5,1.19466,0.83132,1.16839,0.83205,0.7606,0.83593,0.50511,1.15161,1.08472,1.07631,0.00294929,0.00294929,0.00294929
147,17326.1,1.19246,0.82579,1.16364,0.82912,0.76268,0.83594,0.50547,1.15187,1.08362,1.07646,0.00293514,0.00293514,0.00293514
148,17442.8,1.19253,0.82066,1.16624,0.83094,0.75973,0.83559,0.50503,1.15209,1.08032,1.07676,0.002921,0.002921,0.002921
149,17559.7,1.18472,0.81506,1.16074,0.83072,0.76028,0.83539,0.50549,1.15207,1.07598,1.07696,0.00290686,0.00290686,0.00290686
150,17676.8,1.19388,0.82395,1.16502,0.83299,0.76002,0.83649,0.50542,1.15232,1.07282,1.07679,0.00289271,0.00289271,0.00289271
151,17793.6,1.18969,0.82167,1.16121,0.83319,0.76069,0.83638,0.50576,1.15243,1.0667,1.07698,0.00287857,0.00287857,0.00287857
152,17910.3,1.18244,0.81416,1.15746,0.83077,0.76504,0.8373,0.50584,1.15237,1.0603,1.07677,0.00286443,0.00286443,0.00286443
153,18026.9,1.17755,0.80894,1.15868,0.8298,0.76478,0.83715,0.50562,1.15252,1.0561,1.07702,0.00285029,0.00285029,0.00285029
154,18143.9,1.18578,0.80821,1.16112,0.83123,0.76488,0.83768,0.50559,1.15264,1.04815,1.07721,0.00283614,0.00283614,0.00283614
155,18260.8,1.17647,0.80647,1.15662,0.83061,0.76397,0.83689,0.5057,1.15289,1.04436,1.07697,0.002822,0.002822,0.002822
156,18377.3,1.17878,0.80421,1.15899,0.83085,0.76478,0.83738,0.50587,1.15301,1.04242,1.07721,0.00280786,0.00280786,0.00280786
157,18494,1.1736,0.80386,1.15641,0.83009,0.76469,0.83772,0.50538,1.15308,1.03683,1.07759,0.00279371,0.00279371,0.00279371
158,18610.6,1.17295,0.80572,1.15474,0.83111,0.76485,0.83762,0.50543,1.15315,1.03012,1.07735,0.00277957,0.00277957,0.00277957
159,18727,1.17408,0.80444,1.15795,0.83186,0.76606,0.8378,0.5055,1.15322,1.02785,1.07717,0.00276543,0.00276543,0.00276543
160,18843.5,1.16527,0.79877,1.14667,0.83268,0.76586,0.83786,0.5055,1.15337,1.02385,1.07721,0.00275129,0.00275129,0.00275129
161,18959.4,1.17484,0.80198,1.15621,0.83003,0.76731,0.83704,0.50537,1.15389,1.01573,1.07749,0.00273714,0.00273714,0.00273714
162,19080.6,1.17009,0.80148,1.15381,0.83016,0.76952,0.8375,0.50562,1.15425,1.01018,1.07785,0.002723,0.002723,0.002723
163,19206.9,1.16687,0.79478,1.14748,0.82906,0.76886,0.83717,0.50501,1.15419,1.00216,1.07803,0.00270886,0.00270886,0.00270886
164,19323.6,1.17439,0.80406,1.1519,0.82717,0.77055,0.83734,0.50514,1.15458,0.99609,1.07871,0.00269471,0.00269471,0.00269471
165,19439.9,1.16636,0.79569,1.14958,0.82605,0.77041,0.83707,0.5051,1.15452,0.99005,1.07886,0.00268057,0.00268057,0.00268057
166,19556.5,1.16481,0.79341,1.14822,0.82618,0.77039,0.83679,0.50455,1.15485,0.9864,1.07915,0.00266643,0.00266643,0.00266643
167,19673.1,1.16293,0.80066,1.14925,0.8262,0.77065,0.83693,0.5048,1.15483,0.98199,1.07916,0.00265229,0.00265229,0.00265229
168,19789.9,1.16628,0.78952,1.15219,0.82352,0.77314,0.83728,0.50506,1.15497,0.97577,1.07942,0.00263814,0.00263814,0.00263814
169,19906.8,1.15823,0.79341,1.14377,0.82167,0.77362,0.83743,0.50503,1.15533,0.97386,1.07985,0.002624,0.002624,0.002624
170,20023.7,1.15875,0.78507,1.14718,0.82202,0.77346,0.83739,0.50558,1.15595,0.97027,1.08033,0.00260986,0.00260986,0.00260986
171,20140.5,1.15722,0.78642,1.14223,0.82165,0.77561,0.83725,0.50539,1.15613,0.96422,1.08027,0.00259571,0.00259571,0.00259571
172,20257.4,1.15281,0.78411,1.14391,0.82767,0.76859,0.83733,0.50557,1.15641,0.9586,1.08049,0.00258157,0.00258157,0.00258157
173,20374.6,1.15491,0.78216,1.14398,0.83077,0.76606,0.83719,0.50563,1.15658,0.95496,1.08065,0.00256743,0.00256743,0.00256743
174,20491.6,1.15819,0.78774,1.14382,0.82929,0.76565,0.83708,0.50568,1.15615,0.95127,1.08052,0.00255329,0.00255329,0.00255329
175,20609.1,1.15355,0.78133,1.14189,0.82645,0.76855,0.83759,0.50621,1.15595,0.94712,1.08055,0.00253914,0.00253914,0.00253914
176,20726.3,1.15739,0.78031,1.14234,0.82452,0.77107,0.83736,0.50576,1.15591,0.94263,1.08079,0.002525,0.002525,0.002525
177,20843.7,1.15385,0.77077,1.14012,0.82411,0.77086,0.8368,0.50575,1.15624,0.93774,1.08102,0.00251086,0.00251086,0.00251086
178,20963,1.14738,0.76458,1.13898,0.82447,0.77052,0.83767,0.5058,1.15673,0.93308,1.08144,0.00249671,0.00249671,0.00249671
179,21079.9,1.14443,0.76665,1.13444,0.82365,0.77085,0.83761,0.50539,1.15695,0.93161,1.08159,0.00248257,0.00248257,0.00248257
180,21196.7,1.15069,0.76786,1.13724,0.8249,0.77217,0.83809,0.50575,1.15744,0.93104,1.08226,0.00246843,0.00246843,0.00246843
181,21313.7,1.14277,0.76665,1.13193,0.82519,0.77168,0.83826,0.50559,1.15747,0.92793,1.08228,0.00245429,0.00245429,0.00245429
182,21430.7,1.14068,0.76233,1.1317,0.82475,0.77046,0.83688,0.5056,1.1576,0.9244,1.08251,0.00244014,0.00244014,0.00244014
183,21548,1.13668,0.76186,1.13525,0.8221,0.77604,0.83729,0.5053,1.15768,0.919,1.0823,0.002426,0.002426,0.002426
184,21664.7,1.14547,0.76657,1.13758,0.82241,0.77633,0.83752,0.50553,1.15807,0.91594,1.08279,0.00241186,0.00241186,0.00241186
185,21782.1,1.14613,0.76345,1.134,0.82079,0.77714,0.83736,0.50563,1.15793,0.91442,1.08291,0.00239771,0.00239771,0.00239771
