epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,21899.1,1.13983,0.75626,1.13475,0.82038,0.77621,0.8368,0.50553,1.1578,0.9107,1.08316,0.00238357,0.00238357,0.00238357
187,22016.3,1.14078,0.7607,1.13318,0.82148,0.77536,0.83643,0.5057,1.15788,0.90747,1.08345,0.00236943,0.00236943,0.00236943
188,22133,1.13059,0.75441,1.12721,0.82152,0.77515,0.8366,0.50564,1.15793,0.90809,1.08373,0.00235529,0.00235529,0.00235529
189,22250.1,1.12954,0.75468,1.12761,0.8244,0.77247,0.83632,0.50572,1.15809,0.90352,1.0839,0.00234114,0.00234114,0.00234114
190,22367.1,1.13523,0.75271,1.13132,0.82426,0.77227,0.83625,0.50574,1.15815,0.89931,1.08411,0.002327,0.002327,0.002327
191,22484.1,1.1256,0.75382,1.12722,0.82451,0.77248,0.83602,0.50578,1.15865,0.89851,1.08476,0.00231286,0.00231286,0.00231286
192,22601.3,1.13325,0.75395,1.13124,0.82742,0.77265,0.83715,0.50594,1.15855,0.8968,1.0848,0.00229871,0.00229871,0.00229871
193,22717.7,1.12794,0.75379,1.12837,0.82665,0.7726,0.83771,0.50605,1.15831,0.89589,1.08482,0.00228457,0.00228457,0.00228457
194,22834.1,1.13099,0.75544,1.12348,0.83375,0.76459,0.83703,0.50626,1.15845,0.89371,1.08496,0.00227043,0.00227043,0.00227043
195,22950.6,1.126,0.74625,1.12484,0.82813,0.76947,0.83684,0.5063,1.15832,0.89332,1.08507,0.00225629,0.00225629,0.00225629
196,23067,1.1154,0.74143,1.11954,0.82747,0.76893,0.8373,0.50575,1.1585,0.89035,1.08532,0.00224214,0.00224214,0.00224214
197,23183.3,1.12216,0.74138,1.12111,0.82557,0.77267,0.83699,0.50596,1.15858,0.88947,1.08515,0.002228,0.002228,0.002228
198,23299.9,1.1177,0.73297,1.12254,0.82566,0.77141,0.83724,0.50576,1.15894,0.88946,1.08544,0.00221386,0.00221386,0.00221386
199,23415.9,1.12169,0.74337,1.12224,0.82555,0.77383,0.83666,0.50549,1.15872,0.8875,1.085,0.00219971,0.00219971,0.00219971
200,23532.2,1.11531,0.7374,1.11948,0.82471,0.77402,0.83644,0.50497,1.15932,0.88538,1.08559,0.00218557,0.00218557,0.00218557
201,23648.6,1.11591,0.73962,1.1223,0.82638,0.77381,0.8362,0.5049,1.15933,0.88259,1.08601,0.00217143,0.00217143,0.00217143
202,23765.1,1.11217,0.73502,1.11691,0.82572,0.77378,0.83669,0.50518,1.15972,0.88133,1.08675,0.00215729,0.00215729,0.00215729
203,23881,1.11092,0.73269,1.11618,0.83093,0.77204,0.83669,0.50544,1.1594,0.87905,1.08676,0.00214314,0.00214314,0.00214314
204,23997.8,1.11494,0.73419,1.11649,0.83226,0.77239,0.83658,0.50537,1.15993,0.87688,1.08696,0.002129,0.002129,0.002129
205,24115.4,1.11184,0.73387,1.1188,0.83268,0.77189,0.83669,0.50468,1.16021,0.87452,1.08715,0.00211486,0.00211486,0.00211486
206,24241.7,1.10495,0.72666,1.11596,0.83453,0.77168,0.83654,0.50451,1.16042,0.87116,1.08755,0.00210071,0.00210071,0.00210071
207,24367.9,1.11405,0.72733,1.11708,0.83459,0.77132,0.83679,0.50464,1.16076,0.86768,1.08796,0.00208657,0.00208657,0.00208657
208,24493,1.10419,0.72993,1.11656,0.83685,0.76741,0.83582,0.50446,1.16064,0.86458,1.08801,0.00207243,0.00207243,0.00207243
209,24614.4,1.1052,0.72254,1.11482,0.83414,0.76983,0.83639,0.5045,1.16046,0.86334,1.08763,0.00205829,0.00205829,0.00205829
210,24737.6,1.10797,0.72467,1.11276,0.83364,0.77139,0.83671,0.50456,1.1602,0.86019,1.08756,0.00204414,0.00204414,0.00204414
211,24862.1,1.10859,0.72471,1.11255,0.83524,0.77103,0.83791,0.50472,1.16032,0.85702,1.08789,0.00203,0.00203,0.00203
212,24988,1.10047,0.71885,1.10735,0.83415,0.77089,0.83713,0.50466,1.16038,0.8553,1.08828,0.00201586,0.00201586,0.00201586
213,25113.6,1.1001,0.71618,1.10882,0.83541,0.7722,0.83722,0.50459,1.16042,0.85342,1.08839,0.00200171,0.00200171,0.00200171
214,25238.2,1.10587,0.72272,1.11328,0.83463,0.77157,0.83655,0.50402,1.16077,0.85288,1.08859,0.00198757,0.00198757,0.00198757
215,25363,1.10328,0.71583,1.10957,0.83818,0.76988,0.83696,0.50366,1.16078,0.85047,1.08837,0.00197343,0.00197343,0.00197343
216,25487.9,1.09592,0.71529,1.10554,0.83659,0.76982,0.83643,0.50343,1.16107,0.84983,1.08905,0.00195929,0.00195929,0.00195929
217,25612.5,1.0974,0.71537,1.10657,0.83434,0.77072,0.83669,0.50346,1.16179,0.84821,1.0898,0.00194514,0.00194514,0.00194514
218,25737.4,1.09655,0.71378,1.11012,0.83238,0.77243,0.83656,0.50363,1.16221,0.84702,1.09021,0.001931,0.001931,0.001931
219,25862.3,1.09057,0.71291,1.10734,0.83103,0.77367,0.83628,0.50363,1.16259,0.84474,1.09055,0.00191686,0.00191686,0.00191686
220,25987,1.09529,0.71473,1.10629,0.83198,0.77173,0.83705,0.50317,1.16259,0.84312,1.09087,0.00190271,0.00190271,0.00190271
221,26112.1,1.0945,0.71036,1.10749,0.8327,0.77113,0.83636,0.50307,1.16309,0.84204,1.09132,0.00188857,0.00188857,0.00188857
222,26228.7,1.0881,0.7094,1.10153,0.8268,0.77546,0.8361,0.50289,1.16322,0.84028,1.09153,0.00187443,0.00187443,0.00187443
223,26350.8,1.08557,0.70766,1.10233,0.82716,0.77486,0.83626,0.50293,1.1634,0.83673,1.09186,0.00186029,0.00186029,0.00186029
224,26474.3,1.08784,0.70489,1.10104,0.82905,0.77387,0.83653,0.50298,1.16352,0.83602,1.09201,0.00184614,0.00184614,0.00184614
225,26598.6,1.0867,0.70646,1.102,0.82956,0.77479,0.83686,0.50286,1.16378,0.83471,1.09242,0.001832,0.001832,0.001832
226,26723.2,1.08579,0.70057,1.09707,0.83018,0.77237,0.83643,0.50297,1.16411,0.83171,1.09269,0.00181786,0.00181786,0.00181786
227,26847.8,1.08204,0.70005,1.09976,0.83199,0.77114,0.83635,0.50267,1.16446,0.82976,1.09305,0.00180371,0.00180371,0.00180371
228,26972.6,1.07801,0.69622,1.09891,0.83378,0.76954,0.83608,0.50277,1.16432,0.82548,1.09287,0.00178957,0.00178957,0.00178957
229,27097.5,1.08125,0.70103,1.09838,0.83564,0.76776,0.83574,0.50233,1.1647,0.8244,1.09337,0.00177543,0.00177543,0.00177543
230,27222,1.07006,0.69003,1.09414,0.83342,0.76953,0.8358,0.5026,1.16518,0.82017,1.09368,0.00176129,0.00176129,0.00176129
231,27346.3,1.07962,0.69627,1.09705,0.83567,0.76899,0.83594,0.50261,1.16545,0.81841,1.09398,0.00174714,0.00174714,0.00174714
232,27471.2,1.07757,0.70089,1.09812,0.83698,0.76749,0.83569,0.50248,1.16538,0.81548,1.09432,0.001733,0.001733,0.001733
233,27595.5,1.07642,0.69294,1.09576,0.8374,0.76646,0.83543,0.50217,1.16595,0.81217,1.09486,0.00171886,0.00171886,0.00171886
234,27721,1.07167,0.69009,1.09365,0.83759,0.76703,0.83675,0.50225,1.16616,0.80877,1.09532,0.00170471,0.00170471,0.00170471
235,27846.7,1.07166,0.68163,1.094,0.8373,0.76665,0.83529,0.50221,1.1665,0.80639,1.09562,0.00169057,0.00169057,0.00169057
236,27971.1,1.0665,0.68721,1.0943,0.83652,0.76665,0.83542,0.50235,1.16668,0.80477,1.096,0.00167643,0.00167643,0.00167643
237,28095.8,1.07026,0.68398,1.09389,0.83786,0.76569,0.83545,0.50187,1.16693,0.80174,1.09606,0.00166229,0.00166229,0.00166229
238,28220.6,1.07671,0.68958,1.09553,0.83908,0.76478,0.83572,0.50184,1.16693,0.79799,1.0962,0.00164814,0.00164814,0.00164814
239,28345.2,1.0694,0.68562,1.08963,0.84082,0.76341,0.8354,0.50159,1.16676,0.79562,1.09585,0.001634,0.001634,0.001634
240,28462.1,1.06441,0.68216,1.08979,0.83803,0.76572,0.83554,0.50166,1.16666,0.79335,1.09608,0.00161986,0.00161986,0.00161986
241,28584.4,1.06276,0.67746,1.08874,0.83786,0.76521,0.83568,0.5021,1.16686,0.7923,1.09613,0.00160571,0.00160571,0.00160571
242,28709,1.06234,0.67528,1.08657,0.83609,0.7678,0.83608,0.50179,1.16691,0.79034,1.09634,0.00159157,0.00159157,0.00159157
243,28834.2,1.06636,0.67787,1.08967,0.83755,0.76737,0.83609,0.50178,1.16714,0.78928,1.09664,0.00157743,0.00157743,0.00157743
244,28959.9,1.05775,0.67537,1.08544,0.83731,0.76606,0.8356,0.50171,1.16726,0.78768,1.09697,0.00156329,0.00156329,0.00156329
245,29078.7,1.05272,0.6687,1.08319,0.83611,0.76766,0.83567,0.50144,1.16754,0.78744,1.0969,0.00154914,0.00154914,0.00154914
246,29201.1,1.05179,0.66658,1.08688,0.83715,0.76647,0.8352,0.50088,1.1677,0.78707,1.09727,0.001535,0.001535,0.001535
247,29325.4,1.04686,0.67107,1.08082,0.83667,0.76719,0.83536,0.50084,1.16764,0.78521,1.09704,0.00152086,0.00152086,0.00152086
248,29450.1,1.05562,0.66931,1.08161,0.83723,0.76719,0.83579,0.50104,1.16812,0.78381,1.09749,0.00150671,0.00150671,0.00150671
249,29575.2,1.05102,0.66302,1.08343,0.835,0.76793,0.83505,0.50067,1.16829,0.7823,1.098,0.00149257,0.00149257,0.00149257
250,29700.5,1.04791,0.6615,1.08033,0.83418,0.76892,0.83497,0.50054,1.16866,0.78274,1.09845,0.00147843,0.00147843,0.00147843
251,29826.1,1.0423,0.65865,1.07859,0.83324,0.76883,0.83434,0.50021,1.16915,0.78155,1.09882,0.00146429,0.00146429,0.00146429
252,29951.3,1.04149,0.66351,1.0794,0.83343,0.7687,0.83431,0.50023,1.16927,0.78042,1.09909,0.00145014,0.00145014,0.00145014
253,30076,1.03893,0.65535,1.07978,0.83404,0.76929,0.83418,0.50047,1.17003,0.77975,1.09959,0.001436,0.001436,0.001436
254,30200.9,1.04828,0.66366,1.08144,0.83452,0.76941,0.83411,0.50014,1.16983,0.77891,1.0997,0.00142186,0.00142186,0.00142186
255,30325.8,1.04113,0.65891,1.07848,0.83486,0.76903,0.83364,0.50002,1.17049,0.77814,1.10008,0.00140771,0.00140771,0.00140771
256,30450.7,1.04106,0.65727,1.07786,0.83513,0.76912,0.8336,0.50029,1.17059,0.77664,1.10055,0.00139357,0.00139357,0.00139357
257,30574.9,1.03467,0.65513,1.07654,0.83479,0.77005,0.83445,0.50041,1.17047,0.77805,1.10058,0.00137943,0.00137943,0.00137943
258,30694.9,1.03294,0.65204,1.07465,0.8353,0.7702,0.83459,0.50033,1.17075,0.77651,1.10095,0.00136529,0.00136529,0.00136529
259,30813.6,1.03109,0.64865,1.07175,0.83626,0.76908,0.83492,0.50023,1.17105,0.77453,1.10149,0.00135114,0.00135114,0.00135114
260,30930.3,1.02954,0.65308,1.07259,0.83625,0.7696,0.83437,0.5005,1.17055,0.77464,1.10123,0.001337,0.001337,0.001337
261,31048.7,1.03092,0.6478,1.07195,0.83735,0.76816,0.83382,0.50044,1.17092,0.77347,1.1015,0.00132286,0.00132286,0.00132286
262,31171.6,1.03197,0.6493,1.07293,0.83645,0.7679,0.83384,0.49994,1.17168,0.77276,1.10247,0.00130871,0.00130871,0.00130871
263,31296,1.0314,0.64797,1.07058,0.83547,0.76786,0.83384,0.50002,1.17177,0.77193,1.10259,0.00129457,0.00129457,0.00129457
264,31421.4,1.03105,0.64365,1.07042,0.83553,0.76683,0.83427,0.49956,1.17178,0.77193,1.10286,0.00128043,0.00128043,0.00128043
265,31547.3,1.02502,0.64546,1.07218,0.83626,0.76655,0.83352,0.49991,1.17178,0.77198,1.10317,0.00126629,0.00126629,0.00126629
266,31673.1,1.02702,0.64978,1.07058,0.8367,0.7652,0.83345,0.49991,1.17215,0.77041,1.10397,0.00125214,0.00125214,0.00125214
267,31799.2,1.02958,0.64183,1.07234,0.83447,0.76585,0.83306,0.49978,1.17244,0.77053,1.10426,0.001238,0.001238,0.001238
268,31925.2,1.02743,0.6395,1.07097,0.83276,0.7674,0.83283,0.4999,1.17225,0.77038,1.10403,0.00122386,0.00122386,0.00122386
269,32051.3,1.01609,0.6404,1.06199,0.83425,0.76702,0.8333,0.50024,1.17314,0.76969,1.10461,0.00120971,0.00120971,0.00120971
270,32177.5,1.01708,0.63507,1.0659,0.83374,0.76663,0.83353,0.49993,1.17307,0.76851,1.1049,0.00119557,0.00119557,0.00119557
271,32303,1.01709,0.63348,1.06254,0.83462,0.76567,0.83329,0.50001,1.17319,0.76612,1.10493,0.00118143,0.00118143,0.00118143
272,32428.7,1.00513,0.62625,1.06021,0.83664,0.76523,0.83283,0.49945,1.17402,0.7637,1.10589,0.00116729,0.00116729,0.00116729
273,32554.9,1.01233,0.62752,1.06314,0.83506,0.76558,0.83334,0.49971,1.1741,0.76207,1.10598,0.00115314,0.00115314,0.00115314
274,32680.8,1.01531,0.63528,1.06615,0.83648,0.76603,0.83284,0.4995,1.17477,0.76053,1.10681,0.001139,0.001139,0.001139
275,32806.6,1.00917,0.62378,1.06222,0.8347,0.76691,0.83246,0.4997,1.17515,0.76038,1.10695,0.00112486,0.00112486,0.00112486
276,32932.2,1.0091,0.63214,1.06278,0.83491,0.76677,0.8324,0.49928,1.17523,0.75957,1.10728,0.00111071,0.00111071,0.00111071
277,33057.8,1.00925,0.62484,1.05896,0.83552,0.76626,0.83268,0.4992,1.17511,0.7576,1.10736,0.00109657,0.00109657,0.00109657
278,33183.7,1.00769,0.62731,1.05858,0.83961,0.76396,0.83313,0.49937,1.17462,0.75565,1.10676,0.00108243,0.00108243,0.00108243
279,33309.6,1.00436,0.62214,1.05698,0.83992,0.764,0.83295,0.49932,1.17455,0.75394,1.10701,0.00106829,0.00106829,0.00106829
280,33435.7,1.0083,0.62355,1.06,0.83992,0.76331,0.83291,0.49896,1.1746,0.75286,1.10742,0.00105414,0.00105414,0.00105414
281,33561.6,0.99988,0.61895,1.0564,0.8396,0.76564,0.83347,0.49879,1.17514,0.75173,1.10788,0.00104,0.00104,0.00104
282,33687.3,1.00067,0.62206,1.0571,0.84055,0.76452,0.83362,0.49916,1.17552,0.75146,1.10812,0.00102586,0.00102586,0.00102586
283,33812.8,0.99641,0.61618,1.05678,0.84,0.76635,0.83384,0.49886,1.17563,0.75044,1.10847,0.00101171,0.00101171,0.00101171
284,33938.7,0.99941,0.616,1.05644,0.83989,0.76656,0.83399,0.49931,1.17615,0.74898,1.10891,0.000997571,0.000997571,0.000997571
285,34064.2,0.99614,0.61503,1.05445,0.84154,0.7648,0.83386,0.49882,1.17699,0.74732,1.1099,0.000983429,0.000983429,0.000983429
286,34189.7,0.99212,0.61077,1.05336,0.84014,0.76609,0.83365,0.49916,1.17698,0.74697,1.1101,0.000969286,0.000969286,0.000969286
287,34315,0.98971,0.60736,1.05065,0.84169,0.7656,0.83376,0.49937,1.17716,0.74541,1.11056,0.000955143,0.000955143,0.000955143
288,34434.1,0.9941,0.6067,1.05151,0.84268,0.76449,0.83367,0.49915,1.17734,0.74369,1.11095,0.000941,0.000941,0.000941
289,34557,0.9915,0.61,1.05209,0.84,0.76606,0.83379,0.49872,1.1777,0.74323,1.1115,0.000926857,0.000926857,0.000926857
290,34680.5,0.99131,0.61009,1.05396,0.84126,0.76627,0.83364,0.49838,1.17762,0.74302,1.11166,0.000912714,0.000912714,0.000912714
291,34805.6,0.98684,0.60399,1.04749,0.83555,0.76828,0.83366,0.49837,1.17761,0.74115,1.11193,0.000898571,0.000898571,0.000898571
292,34930.6,0.98382,0.60388,1.0476,0.83638,0.76879,0.83347,0.49827,1.17772,0.74013,1.1122,0.000884429,0.000884429,0.000884429
293,35055.8,0.9871,0.60843,1.04853,0.83596,0.76999,0.83365,0.49817,1.17788,0.73866,1.11236,0.000870286,0.000870286,0.000870286
294,35181.6,0.99238,0.60977,1.04997,0.83508,0.77043,0.83351,0.49793,1.17806,0.73781,1.11285,0.000856143,0.000856143,0.000856143
295,35306.7,0.98079,0.60697,1.04615,0.83635,0.76996,0.83343,0.49799,1.17876,0.73614,1.11383,0.000842,0.000842,0.000842
296,35432.2,0.97595,0.59677,1.04175,0.83551,0.77026,0.83322,0.49801,1.17919,0.73575,1.11442,0.000827857,0.000827857,0.000827857
297,35557.7,0.98273,0.60404,1.04506,0.83404,0.77107,0.83304,0.49773,1.17945,0.73476,1.11517,0.000813714,0.000813714,0.000813714
298,35682.6,0.97594,0.59378,1.04323,0.83243,0.77148,0.83286,0.49763,1.17976,0.73495,1.11563,0.000799571,0.000799571,0.000799571
299,35808,0.9749,0.59693,1.04647,0.83488,0.77106,0.83287,0.49748,1.18002,0.7348,1.11596,0.000785429,0.000785429,0.000785429
300,35933.3,0.97341,0.59302,1.04493,0.83068,0.77543,0.83313,0.49722,1.18057,0.73468,1.11694,0.000771286,0.000771286,0.000771286
301,36058.6,0.96753,0.59176,1.04001,0.82807,0.77683,0.83289,0.49738,1.18151,0.73473,1.11832,0.000757143,0.000757143,0.000757143
302,36183.8,0.96902,0.5903,1.03903,0.8319,0.77426,0.83276,0.49725,1.18186,0.73464,1.11878,0.000743,0.000743,0.000743
303,36310.8,0.96538,0.59086,1.04105,0.83102,0.7748,0.83302,0.49739,1.18214,0.73459,1.11922,0.000728857,0.000728857,0.000728857
304,36438.2,0.96194,0.58307,1.03687,0.8311,0.77346,0.83316,0.49719,1.18234,0.73482,1.11961,0.000714714,0.000714714,0.000714714
305,36563.2,0.96592,0.59392,1.03871,0.83262,0.77287,0.83271,0.49715,1.18292,0.73494,1.12006,0.000700571,0.000700571,0.000700571
306,36688.2,0.96273,0.58713,1.03738,0.83212,0.77275,0.83295,0.49696,1.18373,0.73521,1.12139,0.000686429,0.000686429,0.000686429
307,36813.5,0.95995,0.58163,1.03651,0.83182,0.77315,0.83299,0.49687,1.18423,0.73522,1.122,0.000672286,0.000672286,0.000672286
308,36942.4,0.95937,0.58348,1.03761,0.82896,0.77587,0.83283,0.49686,1.18489,0.73421,1.12311,0.000658143,0.000658143,0.000658143
309,37068,0.95437,0.58342,1.03644,0.82771,0.7764,0.83281,0.49676,1.18549,0.73412,1.12398,0.000644,0.000644,0.000644
310,37187.5,0.95856,0.5832,1.0356,0.82881,0.77435,0.8321,0.49659,1.18522,0.73291,1.1238,0.000629857,0.000629857,0.000629857
311,37310.6,0.95247,0.57803,1.03375,0.82909,0.7747,0.83228,0.49594,1.18602,0.73317,1.12511,0.000615714,0.000615714,0.000615714
312,37435.7,0.95261,0.57548,1.03165,0.82711,0.77595,0.83222,0.496,1.18603,0.73242,1.12564,0.000601571,0.000601571,0.000601571
313,37560.7,0.94778,0.57439,1.03287,0.82859,0.77468,0.83327,0.49574,1.18632,0.7317,1.12621,0.000587429,0.000587429,0.000587429
314,37686.4,0.95978,0.5785,1.03711,0.82669,0.77599,0.83324,0.49595,1.18658,0.73106,1.12689,0.000573286,0.000573286,0.000573286
315,37811.9,0.95027,0.57219,1.03474,0.82748,0.77587,0.83237,0.49584,1.18714,0.73147,1.12758,0.000559143,0.000559143,0.000559143
