epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
14,278.658,1.21427,0.8351,1.23692,0.86124,0.83037,0.90977,0.59577,1.17555,0.74095,1.20888,0.028713,0.009571,0.028713,0.009571,0.028713,0.009571,0.028713,0.009571
15,297.637,1.21622,0.84011,1.22829,0.88799,0.81831,0.90839,0.59011,1.19052,0.73905,1.21522,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538,0.028614,0.009538
16,317.311,1.20254,0.84792,1.21833,0.88857,0.82749,0.90434,0.5947,1.16464,0.73285,1.19977,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
17,336.858,1.21131,0.85271,1.22622,0.88099,0.8495,0.92187,0.61252,1.16788,0.71382,1.20442,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472,0.028416,0.009472
18,356.099,1.21521,0.83983,1.22616,0.85672,0.8386,0.9073,0.58791,1.19875,0.73686,1.2138,0.028317,0.009439,0.028317,0.009439,0.028317,0.009439,0.028317,0.009439
19,375.304,1.20703,0.84485,1.22265,0.86949,0.822,0.89998,0.58256,1.19615,0.77257,1.20839,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
20,394.95,1.22201,0.84524,1.23424,0.90794,0.83771,0.92327,0.60559,1.18659,0.71684,1.1936,0.028119,0.009373,0.028119,0.009373,0.028119,0.009373,0.028119,0.009373
21,414.237,1.1919,0.8345,1.21663,0.86763,0.83295,0.89371,0.57388,1.2292,0.77461,1.23909,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934,0.02802,0.00934
22,433.703,1.19373,0.83157,1.20761,0.90274,0.80467,0.90899,0.58654,1.19456,0.73373,1.20945,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
23,453.183,1.18417,0.82218,1.20937,0.88541,0.81799,0.90195,0.58973,1.19293,0.76776,1.19971,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
24,472.296,1.18137,0.82814,1.2174,0.85814,0.83958,0.90788,0.58255,1.21352,0.76051,1.22079,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241
25,490.793,1.16863,0.81583,1.21039,0.87673,0.81407,0.89883,0.5786,1.24726,0.77268,1.25397,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
26,509.613,1.19856,0.83234,1.22181,0.8825,0.81816,0.90756,0.58309,1.21058,0.74385,1.22941,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175
27,527.977,1.18943,0.81263,1.21391,0.87316,0.84049,0.90824,0.59682,1.20914,0.74226,1.22389,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
28,546.933,1.17544,0.83292,1.21029,0.86661,0.8617,0.91342,0.59153,1.21714,0.72886,1.22927,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
29,565.827,1.16409,0.80667,1.19596,0.89078,0.8205,0.90576,0.58795,1.21249,0.7452,1.2213,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
30,584.313,1.16199,0.80409,1.19699,0.87107,0.82844,0.89231,0.57536,1.22376,0.75365,1.24757,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043
31,602.779,1.16637,0.80306,1.1975,0.85105,0.826,0.89074,0.57564,1.22667,0.77932,1.25135,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
32,622.108,1.16916,0.80634,1.20021,0.90404,0.79218,0.90063,0.58887,1.20441,0.7394,1.22321,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977
33,640.464,1.16126,0.80375,1.19673,0.86799,0.82524,0.8977,0.58308,1.19811,0.7442,1.22194,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
34,659.241,1.16237,0.79219,1.20295,0.85623,0.82622,0.88954,0.56688,1.22721,0.75677,1.2445,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,677.831,1.15507,0.79513,1.19216,0.86857,0.79955,0.88199,0.5619,1.24944,0.78613,1.25791,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,696.458,1.1533,0.77509,1.19806,0.85551,0.83141,0.89821,0.58294,1.22012,0.72706,1.22928,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,715.011,1.14642,0.77643,1.17952,0.87877,0.82132,0.89548,0.58072,1.21561,0.7601,1.23418,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,734.146,1.14477,0.77314,1.18646,0.8704,0.83439,0.9028,0.57889,1.21477,0.72468,1.22885,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,752.587,1.14906,0.77189,1.18987,0.87962,0.82335,0.90133,0.58165,1.21676,0.73373,1.22899,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,771.131,1.15592,0.77375,1.19076,0.90277,0.80524,0.89481,0.57312,1.23341,0.73071,1.25023,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,790.172,1.13719,0.77247,1.18254,0.89623,0.80401,0.88808,0.5693,1.25259,0.77172,1.24807,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,808.799,1.15467,0.78356,1.19385,0.87185,0.81322,0.88726,0.57263,1.23738,0.74453,1.23855,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,827.567,1.14056,0.77576,1.18534,0.86022,0.82291,0.88623,0.57655,1.2125,0.76327,1.24191,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,846.261,1.13121,0.76809,1.18029,0.85683,0.83302,0.90428,0.57754,1.23239,0.73521,1.24391,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,865.016,1.13238,0.76116,1.18276,0.86907,0.84933,0.90419,0.58242,1.1979,0.71171,1.2146,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,883.367,1.13301,0.76287,1.17743,0.87902,0.82638,0.89853,0.5816,1.20173,0.72755,1.22871,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,902.201,1.13993,0.76549,1.1909,0.86889,0.8398,0.89527,0.578,1.20682,0.73086,1.23519,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,920.796,1.1183,0.75003,1.1684,0.87488,0.83247,0.8977,0.58514,1.22519,0.73518,1.23751,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,939.847,1.11819,0.74804,1.16992,0.88118,0.82553,0.90657,0.57802,1.24258,0.72351,1.23477,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,958.683,1.11683,0.74662,1.16378,0.84138,0.81449,0.87618,0.55953,1.22575,0.77256,1.24425,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,977.03,1.1256,0.74854,1.16494,0.87677,0.81022,0.8875,0.57478,1.23749,0.75524,1.24353,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
