epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
34,679.538,1.48365,1.24565,1.45467,0.79338,0.71114,0.78984,0.45387,1.46564,1.10352,1.4592,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,698.105,1.45807,1.19529,1.42116,0.76038,0.7519,0.79488,0.45246,1.48136,1.08385,1.46731,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,716.435,1.45189,1.21368,1.42101,0.81061,0.69109,0.79031,0.45623,1.47999,1.07981,1.45495,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,734.96,1.4448,1.18592,1.41849,0.82139,0.69712,0.77703,0.43788,1.53248,1.09437,1.50572,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,753.334,1.46591,1.20793,1.41995,0.84268,0.70123,0.80262,0.45735,1.49281,1.05972,1.46006,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,771.769,1.45564,1.20498,1.41681,0.80636,0.69681,0.77529,0.4521,1.46643,1.09455,1.44421,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,790.736,1.42526,1.16504,1.39716,0.80501,0.73011,0.79311,0.45892,1.47039,1.04841,1.43747,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,809.07,1.42235,1.15674,1.38978,0.77417,0.75026,0.79754,0.4516,1.50045,1.06703,1.48049,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,827.869,1.43021,1.15153,1.4008,0.81432,0.70301,0.78933,0.44794,1.49146,1.06283,1.4542,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,846.618,1.4205,1.13753,1.39424,0.81989,0.74591,0.81193,0.46653,1.466,1.05204,1.43808,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,865.321,1.41179,1.13876,1.38421,0.81018,0.72382,0.80302,0.46703,1.44444,1.04924,1.42723,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,884.455,1.41947,1.14932,1.39328,0.8354,0.71119,0.81391,0.48213,1.43041,1.03516,1.42522,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,903.204,1.41766,1.12684,1.38326,0.76514,0.73956,0.794,0.45273,1.46904,1.05903,1.46335,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,921.719,1.40453,1.11491,1.38669,0.83324,0.72651,0.8018,0.46301,1.45851,1.03332,1.44488,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,940.667,1.39151,1.08987,1.37469,0.83982,0.77391,0.83451,0.48431,1.44112,0.99006,1.42693,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,959.234,1.37763,1.08146,1.36845,0.81346,0.76247,0.82428,0.48427,1.44018,0.98854,1.43425,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,977.917,1.39282,1.1168,1.37302,0.78952,0.74437,0.79256,0.45521,1.45834,1.04523,1.44891,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,996.407,1.373,1.09129,1.35821,0.81873,0.73288,0.81517,0.48694,1.42385,0.99597,1.43492,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
52,1015.09,1.36467,1.05191,1.34753,0.82489,0.76227,0.8232,0.47986,1.44965,0.99125,1.42617,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
53,1033.45,1.36008,1.05713,1.35324,0.81359,0.75558,0.81904,0.47587,1.43597,0.97634,1.43345,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284,0.024852,0.008284
54,1051.75,1.36643,1.05913,1.35833,0.81525,0.71294,0.79629,0.46568,1.451,1.05224,1.44298,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251,0.024753,0.008251
55,1070.51,1.36231,1.06321,1.349,0.81061,0.74384,0.80606,0.46725,1.47383,0.98067,1.45221,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
56,1088.79,1.3555,1.03842,1.34887,0.84962,0.72284,0.8232,0.48311,1.4546,0.95262,1.43827,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185,0.024555,0.008185
57,1106.79,1.34238,1.02225,1.33151,0.81975,0.74166,0.82288,0.47855,1.44317,0.97002,1.41759,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152,0.024456,0.008152
58,1125,1.34363,1.04352,1.34368,0.82377,0.74905,0.81909,0.47615,1.44172,0.97269,1.43641,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
59,1143.8,1.35291,1.03913,1.3495,0.83638,0.75511,0.83445,0.48803,1.42253,0.93852,1.41846,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086,0.024258,0.008086
60,1162.19,1.32971,1.00524,1.32478,0.83257,0.73609,0.82122,0.4784,1.44714,0.9637,1.42867,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053,0.024159,0.008053
61,1180.48,1.33961,1.01192,1.32698,0.84201,0.75552,0.82702,0.49059,1.4303,0.94267,1.40973,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
62,1199.49,1.34463,1.0155,1.33188,0.84472,0.75715,0.83618,0.49825,1.42097,0.92148,1.42116,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987,0.023961,0.007987
63,1217.96,1.33191,0.99072,1.33332,0.84385,0.77277,0.84024,0.49487,1.40529,0.92671,1.3978,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954,0.023862,0.007954
64,1236.48,1.335,1.01433,1.32734,0.80942,0.76811,0.81454,0.48956,1.40543,0.9585,1.40485,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
65,1255.08,1.32219,0.98769,1.32514,0.8622,0.76129,0.84018,0.50176,1.38902,0.92203,1.40909,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888,0.023664,0.007888
66,1273.81,1.30763,0.97154,1.30596,0.85322,0.74725,0.82442,0.48718,1.4296,0.91863,1.42129,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855,0.023565,0.007855
67,1292.25,1.31796,0.97955,1.31496,0.83842,0.75603,0.83066,0.49349,1.40614,0.9331,1.40763,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
68,1310.9,1.30905,0.96746,1.31726,0.8103,0.78529,0.83351,0.4859,1.40053,0.93027,1.38964,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789,0.023367,0.007789
69,1330,1.30326,0.98517,1.31911,0.83871,0.76733,0.8287,0.49715,1.41963,0.91453,1.4113,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756,0.023268,0.007756
70,1349.8,1.31327,0.95937,1.31767,0.81729,0.76542,0.82143,0.48556,1.421,0.92679,1.42273,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
71,1367.98,1.28406,0.93581,1.29118,0.84473,0.76717,0.83765,0.50369,1.4132,0.8813,1.41135,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769,0.02307,0.00769
72,1386.45,1.29506,0.95031,1.30621,0.82928,0.77282,0.83849,0.50081,1.40253,0.91394,1.40429,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657,0.022971,0.007657
73,1405.02,1.29056,0.96885,1.30296,0.80985,0.78502,0.83636,0.50378,1.40343,0.92253,1.40703,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
74,1423.5,1.29214,0.95219,1.29521,0.82705,0.76649,0.82821,0.49509,1.41092,0.91981,1.40939,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591,0.022773,0.007591
75,1441.75,1.29284,0.94657,1.29578,0.82341,0.75195,0.82335,0.49813,1.40092,0.91221,1.40274,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558,0.022674,0.007558
76,1460.2,1.26954,0.93142,1.28506,0.83447,0.78189,0.83006,0.49051,1.41771,0.90663,1.42413,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
77,1478.33,1.2771,0.92937,1.28989,0.83264,0.7736,0.82469,0.4948,1.41067,0.88655,1.41143,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492,0.022476,0.007492
78,1496.7,1.27523,0.92702,1.27675,0.82371,0.7611,0.82574,0.50438,1.40713,0.92099,1.40186,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459,0.022377,0.007459
79,1515.63,1.26478,0.91645,1.27845,0.82983,0.77686,0.8267,0.49795,1.4091,0.88254,1.40413,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
80,1534.03,1.26251,0.92828,1.27292,0.82816,0.76755,0.82966,0.50129,1.41393,0.88596,1.41741,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393,0.022179,0.007393
81,1552.07,1.25818,0.92011,1.27413,0.81963,0.79524,0.83968,0.50446,1.41466,0.87526,1.40215,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736,0.02208,0.00736
82,1570.83,1.25781,0.90963,1.27531,0.83446,0.7796,0.84493,0.50468,1.40027,0.90165,1.39553,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
83,1589.56,1.25679,0.91936,1.28085,0.86065,0.77061,0.84363,0.50817,1.39663,0.86336,1.38806,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294,0.021882,0.007294
84,1608.03,1.25336,0.90345,1.26537,0.83925,0.77198,0.83902,0.50501,1.39726,0.88562,1.3735,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261,0.021783,0.007261
85,1626.23,1.24857,0.90375,1.27113,0.83245,0.78369,0.84214,0.50344,1.41033,0.8851,1.39396,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,1644.55,1.25562,0.90889,1.27354,0.83983,0.78097,0.83761,0.50685,1.41313,0.89529,1.40808,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,1663.4,1.25447,0.88469,1.26616,0.84053,0.79433,0.84554,0.50543,1.42193,0.87148,1.39904,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,1681.83,1.24896,0.88785,1.26028,0.86836,0.78099,0.84988,0.51789,1.38093,0.85982,1.36963,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,1699.98,1.23174,0.86806,1.26116,0.81832,0.78726,0.83394,0.50109,1.39673,0.87121,1.3972,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,1718.55,1.22331,0.86846,1.2461,0.83719,0.78554,0.83811,0.50799,1.38353,0.87938,1.37861,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,1737.08,1.24852,0.88822,1.26715,0.84447,0.78335,0.84181,0.5211,1.37712,0.88025,1.38163,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,1755.61,1.22759,0.8738,1.25283,0.8286,0.79565,0.84425,0.51295,1.39476,0.8609,1.38343,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,1774.17,1.2275,0.8571,1.23793,0.80913,0.78746,0.83503,0.50867,1.38616,0.88264,1.38429,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,1792.7,1.21641,0.86266,1.2435,0.84928,0.7753,0.84083,0.51048,1.3924,0.85294,1.40047,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,1810.98,1.21062,0.84528,1.24075,0.84542,0.78676,0.83923,0.51604,1.37565,0.86017,1.39026,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,1829.39,1.21616,0.85732,1.23904,0.80763,0.80439,0.83783,0.50612,1.3929,0.87001,1.39485,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,1848.09,1.20977,0.85007,1.23248,0.85942,0.76255,0.85311,0.51945,1.39034,0.85411,1.40109,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,1866.84,1.22049,0.86113,1.2403,0.84586,0.78434,0.84937,0.51778,1.37811,0.84288,1.38119,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,1885.22,1.19489,0.84281,1.22853,0.83208,0.81097,0.85034,0.51725,1.38963,0.84798,1.3897,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,1904.27,1.1977,0.82499,1.23329,0.84443,0.76444,0.84319,0.52034,1.37921,0.84259,1.37964,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,1922.69,1.19267,0.83841,1.2271,0.82484,0.79755,0.83385,0.51341,1.36117,0.84748,1.37481,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
102,1941.12,1.19948,0.84099,1.22997,0.82606,0.78621,0.8384,0.50879,1.383,0.86767,1.38993,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667,0.020001,0.006667
103,1959.65,1.18666,0.81734,1.21963,0.81428,0.79496,0.83072,0.51118,1.37284,0.84461,1.37958,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634,0.019902,0.006634
104,1978.48,1.18177,0.82567,1.22455,0.83232,0.79867,0.84883,0.52113,1.37408,0.83217,1.37315,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601,0.019803,0.006601
105,1996.72,1.19142,0.82534,1.21719,0.831,0.79509,0.84464,0.52641,1.36176,0.81676,1.36991,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568,0.019704,0.006568
106,2014.96,1.18608,0.82017,1.23069,0.84527,0.78619,0.84763,0.5256,1.38684,0.83364,1.39422,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535,0.019605,0.006535
107,2033.51,1.16802,0.80225,1.21459,0.83909,0.79837,0.84657,0.52451,1.35565,0.82547,1.36703,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502,0.019506,0.006502
108,2052.06,1.18053,0.82514,1.22313,0.84034,0.79088,0.84773,0.52892,1.34596,0.82781,1.36866,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469,0.019407,0.006469
109,2070.12,1.17572,0.80595,1.22149,0.84203,0.79131,0.84197,0.51971,1.34491,0.82959,1.37296,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436,0.019308,0.006436
110,2088.75,1.17701,0.81522,1.21858,0.8443,0.78827,0.84943,0.5242,1.3642,0.81591,1.36349,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403,0.019209,0.006403
111,2107.19,1.17794,0.82603,1.22317,0.81955,0.80173,0.8491,0.52273,1.35833,0.83703,1.3728,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637,0.01911,0.00637
112,2125.46,1.15983,0.79939,1.20767,0.83078,0.78737,0.84204,0.51971,1.3682,0.82454,1.38653,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337,0.019011,0.006337
113,2143.96,1.17269,0.79683,1.21022,0.84165,0.77578,0.84276,0.51998,1.36854,0.82025,1.37376,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,2162.71,1.16227,0.78739,1.20511,0.82583,0.79698,0.84364,0.51751,1.36726,0.8141,1.369,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,2181.28,1.16501,0.8067,1.2042,0.87148,0.77169,0.84824,0.52818,1.36123,0.82541,1.36969,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,2199.48,1.16307,0.78539,1.20428,0.8361,0.79037,0.83885,0.52456,1.36126,0.83238,1.37874,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,2217.68,1.15458,0.78709,1.20649,0.83297,0.79682,0.84865,0.52183,1.36747,0.8186,1.38651,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,2236.21,1.15307,0.79551,1.20075,0.85916,0.78406,0.84757,0.51882,1.37571,0.81643,1.38645,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,2254.13,1.15371,0.77798,1.20186,0.83528,0.80026,0.84389,0.52613,1.37002,0.81032,1.37648,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,2272.29,1.14806,0.78779,1.18576,0.83082,0.76907,0.83696,0.51991,1.36041,0.82369,1.36839,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,2290.34,1.14969,0.77942,1.19239,0.8276,0.80246,0.84854,0.52325,1.3687,0.81235,1.37354,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,2308.5,1.1349,0.7639,1.18201,0.84374,0.79348,0.84364,0.51788,1.37486,0.81905,1.38363,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,2326.46,1.1518,0.78269,1.19027,0.87944,0.77526,0.84297,0.51683,1.38409,0.81836,1.3795,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,2344.71,1.13991,0.7763,1.19911,0.85264,0.78681,0.84431,0.52927,1.36175,0.80562,1.36841,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,2363.11,1.13063,0.75153,1.17675,0.85595,0.77571,0.84245,0.52226,1.37022,0.81465,1.37269,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,2381.19,1.13674,0.74953,1.18022,0.84597,0.78017,0.83959,0.52054,1.38509,0.82019,1.37627,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,2399.62,1.13024,0.75819,1.17848,0.83929,0.79866,0.83188,0.5165,1.37719,0.82408,1.38917,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,2418.09,1.14514,0.7731,1.19395,0.85848,0.77157,0.83795,0.51902,1.37699,0.80436,1.38919,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,2436.5,1.11449,0.75351,1.16943,0.83423,0.79715,0.84865,0.52923,1.33742,0.80693,1.3486,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,2454.22,1.11927,0.73601,1.17761,0.84354,0.80235,0.84565,0.53303,1.32849,0.799,1.34518,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,2472.29,1.1286,0.75149,1.18399,0.85035,0.78227,0.84334,0.52577,1.34823,0.80396,1.35858,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,2490.86,1.11906,0.74542,1.17033,0.85624,0.78633,0.8459,0.52733,1.34444,0.79358,1.35796,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,2509.25,1.11506,0.75402,1.17525,0.84792,0.79442,0.8397,0.52692,1.35633,0.79796,1.37624,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,2527.47,1.12362,0.75799,1.17818,0.85198,0.78987,0.845,0.5272,1.36244,0.79614,1.38207,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,2545.96,1.11844,0.74492,1.17335,0.82702,0.80859,0.84288,0.52603,1.341,0.78512,1.37279,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,2564.37,1.10872,0.74164,1.17522,0.83929,0.80503,0.84562,0.52924,1.34955,0.78981,1.37899,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,2582.51,1.11206,0.751,1.16886,0.84864,0.77735,0.84403,0.52581,1.35566,0.80654,1.38117,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,2600.93,1.10781,0.73786,1.16975,0.86068,0.77298,0.83979,0.5286,1.33908,0.79301,1.36427,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
139,2619.64,1.09779,0.71877,1.15984,0.85989,0.77679,0.83757,0.52466,1.3498,0.79316,1.37758,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,2638.18,1.09625,0.72976,1.15838,0.85381,0.78143,0.84018,0.53081,1.34425,0.79849,1.37152,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,2657.13,1.09058,0.71907,1.1664,0.85387,0.77358,0.84918,0.53333,1.3447,0.80741,1.37275,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
