epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
142,2675.95,1.084,0.71414,1.15688,0.85286,0.79347,0.8456,0.5309,1.35088,0.81135,1.37066,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,2694.45,1.09887,0.72264,1.16446,0.83665,0.80137,0.84117,0.5333,1.35914,0.80322,1.37063,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,2713.64,1.08383,0.69628,1.15269,0.87471,0.78616,0.84916,0.53368,1.35538,0.80815,1.36588,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,2732.44,1.0823,0.71571,1.15645,0.83156,0.81387,0.8509,0.5298,1.36209,0.80994,1.37109,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,2751.15,1.09698,0.72839,1.16168,0.84223,0.81319,0.85782,0.53419,1.33999,0.79155,1.35873,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,2769.95,1.07508,0.70988,1.15225,0.84954,0.79339,0.84353,0.52953,1.32782,0.79793,1.35864,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,2788.32,1.07851,0.70341,1.14966,0.85088,0.81291,0.85019,0.53353,1.35079,0.79449,1.36539,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,2807.24,1.0816,0.70265,1.15417,0.85567,0.80597,0.84935,0.53434,1.34795,0.78964,1.36223,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,2826.01,1.0666,0.70772,1.14506,0.8589,0.78635,0.84552,0.53915,1.32839,0.79584,1.35195,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,2844.61,1.08465,0.70206,1.15277,0.83187,0.79037,0.83766,0.52815,1.34442,0.79596,1.3673,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,2863.44,1.07411,0.70124,1.1439,0.85503,0.80589,0.84639,0.52936,1.33102,0.76745,1.35906,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,2881.76,1.06893,0.69544,1.1487,0.8695,0.79444,0.85156,0.52784,1.33911,0.78811,1.36961,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,2900.69,1.07583,0.69531,1.14812,0.86253,0.79757,0.83961,0.52716,1.34716,0.78928,1.37137,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,2919.59,1.07129,0.69415,1.15004,0.84456,0.79606,0.8392,0.52623,1.34903,0.78192,1.37729,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,2938.92,1.06315,0.69489,1.14513,0.84225,0.79965,0.84191,0.53118,1.34858,0.78786,1.37933,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,2958.27,1.06109,0.70109,1.14779,0.86391,0.78754,0.84893,0.53645,1.33625,0.79154,1.36972,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,2977.14,1.06184,0.68814,1.14558,0.85603,0.80719,0.85281,0.53841,1.33493,0.78321,1.36286,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,2995.92,1.07678,0.69108,1.14761,0.86221,0.79064,0.854,0.53907,1.33809,0.78144,1.36187,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,3014.76,1.05744,0.67771,1.14462,0.84447,0.79549,0.85492,0.53951,1.3358,0.78289,1.35865,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,3033.59,1.05966,0.68774,1.13449,0.83853,0.80286,0.84301,0.53052,1.36404,0.78328,1.38284,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,3052.37,1.03896,0.67175,1.12638,0.83793,0.81414,0.8487,0.53302,1.36393,0.77358,1.37457,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,3070.86,1.04451,0.6751,1.12686,0.83863,0.80292,0.8512,0.53218,1.37048,0.76429,1.38118,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,3089.82,1.06311,0.67923,1.1295,0.8388,0.81214,0.84954,0.53317,1.35786,0.76032,1.36976,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,3108.52,1.04892,0.66913,1.128,0.84779,0.78897,0.83968,0.52713,1.35005,0.77649,1.37008,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,3127.34,1.04367,0.66278,1.12719,0.85148,0.80472,0.84726,0.52818,1.3433,0.79736,1.37014,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,3146.29,1.03641,0.66126,1.12548,0.83427,0.81735,0.85123,0.53849,1.33176,0.79151,1.35831,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,3165.13,1.03028,0.65617,1.12054,0.85646,0.7901,0.85203,0.53901,1.32771,0.78248,1.35443,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,3184.36,1.03639,0.67337,1.1283,0.83718,0.80632,0.85005,0.53677,1.33304,0.77688,1.35951,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,3202.95,1.02882,0.67027,1.12033,0.84517,0.82252,0.85822,0.54249,1.32939,0.77275,1.35998,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,3221.23,1.02236,0.65728,1.11578,0.85221,0.80355,0.84999,0.53693,1.3354,0.78141,1.36652,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,3239.89,1.0229,0.65487,1.11472,0.8549,0.79863,0.84525,0.53685,1.344,0.78192,1.37686,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,3258.67,1.0233,0.65853,1.12109,0.82544,0.8163,0.84852,0.53643,1.34455,0.77575,1.37292,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,3277.54,1.01205,0.65354,1.10867,0.84322,0.81277,0.85251,0.54246,1.34291,0.76991,1.37362,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,3296.68,1.00421,0.65057,1.10868,0.8522,0.80471,0.84536,0.53427,1.34682,0.78304,1.37368,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,3315.31,1.01665,0.64916,1.11268,0.85367,0.79343,0.84485,0.53738,1.33494,0.78187,1.36082,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,3333.93,1.01801,0.65705,1.11024,0.86633,0.78205,0.84328,0.54014,1.33563,0.77571,1.35874,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,3353.15,0.99117,0.64071,1.10348,0.85015,0.7973,0.84275,0.5399,1.33894,0.77042,1.36506,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,3372.07,0.99323,0.6545,1.09835,0.84807,0.79676,0.84867,0.53416,1.34341,0.77838,1.36979,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,3390.75,1.00193,0.64205,1.11341,0.8401,0.80171,0.84273,0.53738,1.34328,0.78017,1.37607,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,3409.43,0.99962,0.6323,1.10381,0.85988,0.79133,0.84458,0.53851,1.33567,0.78234,1.36441,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,3428.57,1.00133,0.65097,1.10571,0.86633,0.77365,0.84412,0.53798,1.33497,0.78148,1.36128,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,3447.55,1.00264,0.63443,1.10841,0.87624,0.78187,0.84308,0.53723,1.32839,0.77649,1.35867,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,3467.11,0.99416,0.62406,1.10446,0.84668,0.80202,0.84385,0.53977,1.31898,0.77234,1.35083,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,3486.86,0.99926,0.63425,1.09947,0.84686,0.79144,0.83791,0.53493,1.32919,0.78117,1.36409,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,3506.71,0.98937,0.63466,1.09947,0.83378,0.79863,0.83153,0.53112,1.33213,0.77472,1.37325,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,3525.94,0.98991,0.6167,1.10136,0.8494,0.79045,0.83761,0.53631,1.32321,0.76898,1.36829,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,3544.96,0.98573,0.62586,1.08932,0.85065,0.78187,0.83437,0.53286,1.32392,0.77496,1.36179,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,3563.65,0.9874,0.62373,1.09301,0.85349,0.78927,0.83768,0.5336,1.33618,0.77147,1.36779,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,3582.19,0.98397,0.61996,1.09841,0.86938,0.78399,0.83696,0.53568,1.33111,0.76976,1.37149,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,3600.92,0.99893,0.63078,1.10648,0.84374,0.80455,0.83864,0.53246,1.32747,0.77511,1.36646,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,3619.98,0.97806,0.61631,1.09421,0.85888,0.7943,0.83946,0.53169,1.33596,0.77794,1.37102,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,3638.79,0.98394,0.61956,1.0963,0.8512,0.8007,0.84027,0.53053,1.33925,0.77589,1.37396,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,3657.79,0.97257,0.61776,1.08248,0.81505,0.81966,0.84132,0.53184,1.34806,0.77247,1.3827,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,3677.19,0.98046,0.60665,1.09043,0.83202,0.80928,0.84311,0.53491,1.34417,0.76802,1.37915,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,3696.2,0.97092,0.6082,1.08188,0.85174,0.80193,0.84474,0.53561,1.33578,0.78007,1.37361,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,3714.81,0.96106,0.6074,1.08058,0.84422,0.812,0.84465,0.5329,1.32857,0.77743,1.36603,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,3734.18,0.95893,0.60031,1.0794,0.83671,0.81865,0.84974,0.53897,1.34024,0.77795,1.3737,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,3753.09,0.97047,0.60972,1.08887,0.84009,0.80948,0.84852,0.53915,1.34462,0.77614,1.37224,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,3771.87,0.9733,0.60689,1.08834,0.85129,0.79346,0.84283,0.53782,1.34104,0.77323,1.37023,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,3790.94,0.96293,0.60128,1.08408,0.85403,0.78788,0.84299,0.53638,1.34226,0.77328,1.37256,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,3809.82,0.96201,0.59611,1.08077,0.85359,0.79472,0.84701,0.53869,1.34108,0.77239,1.36664,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,3828.73,0.95543,0.59346,1.08129,0.84983,0.7965,0.84863,0.53914,1.3394,0.76795,1.36608,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,3846.92,0.95741,0.59729,1.08096,0.8552,0.80131,0.84999,0.53928,1.34057,0.76658,1.37056,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,3864.61,0.95204,0.59846,1.07485,0.87129,0.79334,0.85076,0.53875,1.34032,0.76572,1.37516,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,3882.76,0.95753,0.60255,1.08568,0.85171,0.79874,0.84437,0.53748,1.34198,0.77108,1.37553,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,3900.71,0.95395,0.5953,1.07602,0.84633,0.81107,0.84636,0.53668,1.33691,0.76822,1.37478,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,3918.43,0.95905,0.59934,1.08271,0.85575,0.79817,0.84852,0.54079,1.3351,0.77345,1.37481,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,3936.19,0.93799,0.58381,1.06838,0.84879,0.80186,0.84617,0.53958,1.33303,0.78124,1.37352,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,3954.46,0.93831,0.58619,1.06988,0.85227,0.7986,0.84773,0.5406,1.33006,0.77292,1.37641,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,3972.51,0.93789,0.58492,1.0713,0.86383,0.79149,0.84918,0.54171,1.33427,0.76698,1.37923,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,3990.45,0.93616,0.57876,1.06567,0.86462,0.80028,0.84829,0.54211,1.33816,0.76327,1.37825,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,4008.41,0.94341,0.58127,1.06619,0.85742,0.79916,0.84565,0.54127,1.33733,0.75959,1.37981,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,4026.31,0.93278,0.57999,1.06404,0.84806,0.80461,0.84518,0.54227,1.33673,0.76668,1.37662,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,4044.36,0.92333,0.57622,1.05601,0.85375,0.79254,0.84578,0.54049,1.33562,0.7655,1.37933,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,4062.48,0.92669,0.57511,1.06365,0.85847,0.79339,0.84516,0.54118,1.33413,0.76056,1.38072,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,4080.72,0.93079,0.56968,1.06333,0.85877,0.79341,0.84437,0.54045,1.33246,0.76047,1.37575,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,4098.99,0.92633,0.57035,1.06043,0.84187,0.80518,0.84434,0.54102,1.33401,0.76594,1.37693,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,4117.19,0.91824,0.57389,1.06033,0.83777,0.80013,0.84009,0.54222,1.33231,0.76751,1.37579,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,4135.25,0.92572,0.57062,1.06198,0.8314,0.80236,0.8366,0.54209,1.32763,0.76747,1.37198,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
