epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
123,14775.4,1.22304,0.87222,1.18923,0.81173,0.74754,0.81793,0.5003,1.15402,1.02881,1.07616,0.00327457,0.00327457,0.00327457
124,14892.8,1.22521,0.86745,1.18797,0.8123,0.74894,0.81876,0.50055,1.15374,1.02546,1.07607,0.00326043,0.00326043,0.00326043
125,15010.1,1.21934,0.85745,1.18318,0.81213,0.74897,0.81888,0.50088,1.15365,1.01965,1.07575,0.00324629,0.00324629,0.00324629
126,15127.3,1.2164,0.85644,1.18584,0.81332,0.74905,0.81913,0.50075,1.15346,1.01875,1.07559,0.00323214,0.00323214,0.00323214
127,15244.5,1.21899,0.85725,1.18706,0.81568,0.74736,0.81945,0.50098,1.15321,1.01608,1.07551,0.003218,0.003218,0.003218
128,15361.9,1.21589,0.8662,1.18801,0.81352,0.74971,0.81985,0.50171,1.15291,1.01323,1.07513,0.00320386,0.00320386,0.00320386
129,15479.5,1.21554,0.85623,1.18258,0.81433,0.74896,0.82033,0.50161,1.15203,1.00978,1.07467,0.00318971,0.00318971,0.00318971
130,15596.7,1.21062,0.85162,1.18112,0.81738,0.74688,0.8207,0.50188,1.15198,1.00628,1.07479,0.00317557,0.00317557,0.00317557
131,15714.5,1.21197,0.85919,1.18245,0.81446,0.74963,0.82056,0.50208,1.15173,1.00213,1.07462,0.00316143,0.00316143,0.00316143
132,15831.9,1.20921,0.8526,1.17792,0.81458,0.74913,0.82011,0.50153,1.15146,0.99823,1.07461,0.00314729,0.00314729,0.00314729
133,15949,1.20851,0.85424,1.18201,0.81538,0.74884,0.82017,0.5019,1.15164,0.99691,1.0751,0.00313314,0.00313314,0.00313314
134,16066.1,1.21144,0.85256,1.18157,0.81415,0.74935,0.82003,0.50198,1.15127,0.99235,1.0751,0.003119,0.003119,0.003119
135,16182.9,1.21326,0.84521,1.17823,0.81422,0.7505,0.82069,0.50231,1.15133,0.98646,1.07506,0.00310486,0.00310486,0.00310486
136,16300.2,1.20615,0.84758,1.17783,0.81194,0.75253,0.82041,0.50191,1.15129,0.98404,1.07495,0.00309071,0.00309071,0.00309071
137,16417.5,1.20328,0.84059,1.17703,0.81316,0.75162,0.8208,0.50265,1.15133,0.97958,1.07516,0.00307657,0.00307657,0.00307657
138,16534.6,1.20249,0.84233,1.17474,0.81314,0.75241,0.82054,0.50244,1.15163,0.97716,1.07525,0.00306243,0.00306243,0.00306243
139,16651.3,1.20371,0.84058,1.17531,0.81356,0.75247,0.82073,0.50271,1.15196,0.97338,1.0756,0.00304829,0.00304829,0.00304829
140,16768.1,1.19787,0.84388,1.17092,0.81303,0.754,0.82067,0.50275,1.15189,0.96994,1.07544,0.00303414,0.00303414,0.00303414
141,16885,1.19738,0.83492,1.17362,0.81258,0.75503,0.8209,0.50247,1.15213,0.96633,1.07552,0.00302,0.00302,0.00302
142,17002.2,1.19294,0.83348,1.17043,0.81288,0.75403,0.82073,0.50247,1.15187,0.96469,1.07566,0.00300586,0.00300586,0.00300586
143,17119.3,1.19888,0.83398,1.17343,0.81357,0.7547,0.82125,0.50238,1.15196,0.962,1.07579,0.00299171,0.00299171,0.00299171
144,17235.8,1.19658,0.83545,1.17277,0.81546,0.75395,0.82141,0.50245,1.15183,0.95688,1.07571,0.00297757,0.00297757,0.00297757
145,17352.4,1.19896,0.83275,1.17053,0.81566,0.75249,0.82132,0.50256,1.152,0.95294,1.0761,0.00296343,0.00296343,0.00296343
146,17469.5,1.18469,0.82377,1.16462,0.81446,0.75486,0.82105,0.50275,1.15158,0.94892,1.07601,0.00294929,0.00294929,0.00294929
147,17587,1.1888,0.83132,1.16468,0.81142,0.75823,0.82111,0.50288,1.15197,0.94611,1.07638,0.00293514,0.00293514,0.00293514
148,17704.2,1.18595,0.82893,1.16553,0.81479,0.75632,0.82125,0.50272,1.15211,0.94447,1.07668,0.002921,0.002921,0.002921
149,17820.9,1.19052,0.81972,1.16152,0.81474,0.75715,0.82178,0.50273,1.15211,0.94133,1.0768,0.00290686,0.00290686,0.00290686
150,17937.6,1.18623,0.82376,1.16304,0.81551,0.75636,0.82139,0.50234,1.15232,0.93901,1.07694,0.00289271,0.00289271,0.00289271
151,18054.8,1.18291,0.82539,1.16293,0.81414,0.75833,0.8219,0.50238,1.15221,0.93782,1.07699,0.00287857,0.00287857,0.00287857
152,18171.7,1.18382,0.81794,1.16086,0.81841,0.75526,0.82154,0.50278,1.15224,0.9334,1.07692,0.00286443,0.00286443,0.00286443
153,18289,1.17902,0.81174,1.15981,0.81695,0.75595,0.82113,0.50307,1.15236,0.93121,1.07674,0.00285029,0.00285029,0.00285029
154,18405.9,1.18196,0.81485,1.16231,0.81704,0.75591,0.82141,0.5032,1.15228,0.92651,1.07662,0.00283614,0.00283614,0.00283614
155,18522.4,1.18084,0.81095,1.16147,0.81753,0.75312,0.82096,0.50288,1.15176,0.92389,1.07601,0.002822,0.002822,0.002822
156,18638.8,1.1818,0.81266,1.15902,0.81689,0.75225,0.82156,0.50258,1.15207,0.92039,1.07612,0.00280786,0.00280786,0.00280786
157,18755.5,1.18123,0.80573,1.16078,0.82013,0.74967,0.82142,0.50238,1.1525,0.91849,1.07615,0.00279371,0.00279371,0.00279371
158,18872.6,1.18335,0.81308,1.16125,0.81703,0.75125,0.82127,0.50249,1.15245,0.91625,1.07601,0.00277957,0.00277957,0.00277957
159,18990.1,1.17204,0.79932,1.15734,0.81568,0.75237,0.82105,0.50264,1.15229,0.91288,1.07601,0.00276543,0.00276543,0.00276543
160,19107,1.17733,0.80719,1.15707,0.81969,0.74963,0.82133,0.50274,1.15247,0.91132,1.07604,0.00275129,0.00275129,0.00275129
161,19223.5,1.17164,0.79965,1.1542,0.8194,0.75171,0.82102,0.50238,1.15277,0.90994,1.07616,0.00273714,0.00273714,0.00273714
162,19340,1.16708,0.79666,1.15504,0.8198,0.75025,0.82081,0.50246,1.15328,0.90757,1.07658,0.002723,0.002723,0.002723
163,19456.6,1.16257,0.80036,1.15011,0.82129,0.74818,0.82108,0.50232,1.15367,0.90734,1.07642,0.00270886,0.00270886,0.00270886
164,19573.5,1.16445,0.79147,1.15044,0.81826,0.75046,0.82062,0.50217,1.15343,0.90842,1.07615,0.00269471,0.00269471,0.00269471
165,19690.6,1.16367,0.79439,1.15264,0.82042,0.74977,0.82063,0.50212,1.15351,0.90473,1.07651,0.00268057,0.00268057,0.00268057
166,19808,1.17334,0.79771,1.15473,0.8199,0.75058,0.82098,0.5025,1.15338,0.90273,1.07632,0.00266643,0.00266643,0.00266643
167,19924.3,1.1619,0.78704,1.15274,0.82023,0.75282,0.82127,0.50217,1.15321,0.90053,1.07647,0.00265229,0.00265229,0.00265229
168,20040.8,1.16179,0.79007,1.14767,0.82127,0.75092,0.82091,0.50248,1.15362,0.89768,1.07665,0.00263814,0.00263814,0.00263814
169,20157.3,1.16478,0.78785,1.14823,0.82118,0.75212,0.82124,0.50244,1.15389,0.89609,1.07698,0.002624,0.002624,0.002624
170,20274.5,1.15823,0.78685,1.14497,0.82161,0.74878,0.82091,0.50213,1.15408,0.89338,1.07706,0.00260986,0.00260986,0.00260986
171,20391.4,1.15958,0.78902,1.14929,0.82178,0.74974,0.82035,0.50219,1.15404,0.89337,1.07706,0.00259571,0.00259571,0.00259571
172,20507.9,1.16203,0.78719,1.14855,0.82034,0.75142,0.82068,0.50228,1.15483,0.88989,1.07747,0.00258157,0.00258157,0.00258157
173,20624.4,1.15781,0.78443,1.14371,0.81939,0.75108,0.82013,0.50162,1.15499,0.88659,1.07779,0.00256743,0.00256743,0.00256743
174,20740.9,1.15183,0.77481,1.14415,0.82064,0.75187,0.82012,0.50191,1.15509,0.885,1.07793,0.00255329,0.00255329,0.00255329
175,20857.9,1.14825,0.77306,1.14061,0.82015,0.75095,0.8203,0.50136,1.15557,0.88315,1.078,0.00253914,0.00253914,0.00253914
176,20974.7,1.15541,0.77954,1.14068,0.81977,0.7518,0.82048,0.50155,1.15461,0.88256,1.07754,0.002525,0.002525,0.002525
177,21091.9,1.15389,0.77855,1.14323,0.82036,0.75112,0.82104,0.50142,1.15468,0.87836,1.0775,0.00251086,0.00251086,0.00251086
178,21209.1,1.14375,0.77423,1.13759,0.81988,0.75022,0.82054,0.5016,1.15488,0.87831,1.07754,0.00249671,0.00249671,0.00249671
179,21325.8,1.15147,0.77322,1.13917,0.81912,0.75262,0.82069,0.5019,1.15498,0.87736,1.07759,0.00248257,0.00248257,0.00248257
180,21442.4,1.14137,0.76897,1.1324,0.81919,0.75276,0.82042,0.50172,1.15552,0.87582,1.0779,0.00246843,0.00246843,0.00246843
