epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
22,432.465,1.19183,0.83378,1.21267,0.85737,0.84498,0.90584,0.58488,1.21074,0.75731,1.21702,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307,0.027921,0.009307
23,451.158,1.17437,0.81375,1.20028,0.86912,0.82559,0.89739,0.56629,1.2448,0.78482,1.24064,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274,0.027822,0.009274
24,471.201,1.19414,0.83693,1.22469,0.87804,0.84323,0.90786,0.58037,1.22243,0.75714,1.23465,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241,0.027723,0.009241
25,491.001,1.18003,0.81688,1.21014,0.84196,0.81967,0.88826,0.56281,1.24011,0.79698,1.24717,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208,0.027624,0.009208
26,510.919,1.18041,0.82801,1.20689,0.86058,0.84809,0.90871,0.59085,1.21584,0.74307,1.23354,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175,0.027525,0.009175
27,530.095,1.16563,0.81505,1.19475,0.8806,0.81499,0.88938,0.56765,1.25607,0.76623,1.24659,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142,0.027426,0.009142
28,549.505,1.17493,0.82705,1.20534,0.87225,0.83528,0.90283,0.56885,1.24538,0.74759,1.24204,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109,0.027327,0.009109
29,569.59,1.16671,0.80489,1.2056,0.86453,0.83103,0.902,0.5769,1.25382,0.76921,1.2388,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076,0.027228,0.009076
30,589.193,1.1703,0.81808,1.20407,0.86018,0.85042,0.90258,0.58147,1.21963,0.75891,1.22085,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043,0.027129,0.009043
31,607.862,1.14883,0.78621,1.18977,0.86192,0.84389,0.90317,0.57086,1.24572,0.74829,1.235,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
32,627.493,1.16972,0.80197,1.1947,0.87229,0.82677,0.90887,0.57692,1.25019,0.7312,1.23094,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977,0.026931,0.008977
33,647.728,1.17023,0.78936,1.19921,0.87818,0.80308,0.88905,0.56954,1.24952,0.7525,1.2487,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944,0.026832,0.008944
34,666.341,1.14791,0.78561,1.19243,0.87652,0.8025,0.89759,0.57772,1.22918,0.75148,1.23268,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
35,685.158,1.15334,0.80038,1.19376,0.88206,0.81559,0.89002,0.5686,1.2563,0.77424,1.23428,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878,0.026634,0.008878
36,703.665,1.14027,0.78978,1.17816,0.86418,0.83617,0.90582,0.57664,1.25917,0.73579,1.24643,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845,0.026535,0.008845
37,722.253,1.13593,0.77859,1.18002,0.8767,0.83308,0.90462,0.58436,1.21729,0.73934,1.22925,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
38,740.72,1.15166,0.78498,1.18488,0.84245,0.8516,0.89946,0.57941,1.23486,0.75466,1.23844,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779,0.026337,0.008779
39,759.154,1.14487,0.78622,1.18737,0.85597,0.83952,0.89123,0.57918,1.23124,0.73857,1.23341,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746,0.026238,0.008746
40,777.824,1.14639,0.77281,1.1803,0.8496,0.84164,0.89534,0.57481,1.24147,0.73849,1.24941,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
41,796.908,1.12729,0.78113,1.17413,0.84249,0.84327,0.89075,0.56845,1.24732,0.74223,1.24555,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868,0.02604,0.00868
42,815.445,1.14558,0.77294,1.18402,0.84692,0.83671,0.89305,0.56992,1.25359,0.75394,1.25119,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647,0.025941,0.008647
43,834.072,1.12621,0.75898,1.17202,0.85493,0.84085,0.89896,0.58031,1.24282,0.74762,1.23001,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
44,853.216,1.12617,0.75826,1.18274,0.88396,0.82176,0.89304,0.57416,1.24085,0.73521,1.25114,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581,0.025743,0.008581
45,872.098,1.13103,0.76776,1.18346,0.84522,0.82903,0.89643,0.55819,1.29041,0.77412,1.26731,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548,0.025644,0.008548
46,890.058,1.13479,0.77417,1.18208,0.83835,0.84429,0.90483,0.58179,1.25056,0.73444,1.24525,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
47,908.678,1.13944,0.76538,1.18679,0.85644,0.82403,0.90007,0.57115,1.24519,0.73766,1.23919,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482,0.025446,0.008482
48,926.755,1.11505,0.75163,1.17253,0.87612,0.80685,0.88648,0.5746,1.22893,0.75095,1.2313,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449,0.025347,0.008449
49,943.541,1.10927,0.74832,1.16287,0.86489,0.82218,0.89502,0.57838,1.23097,0.72843,1.24592,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
50,960.675,1.11029,0.75065,1.16909,0.85857,0.8151,0.88266,0.56745,1.251,0.74638,1.25898,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383,0.025149,0.008383
51,980.182,1.1144,0.7523,1.17212,0.84385,0.81915,0.8864,0.56793,1.24966,0.78229,1.25918,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835,0.02505,0.00835
